Year,Mes,Dia,PP,TX,TN
2000,1,1,0,31.8,20.6
2000,1,2,0,31.6,19.8
2000,1,3,0,32.4,19.2
2000,1,4,0,33.8,18.4
2000,1,5,0,33.6,21.2
2000,1,6,0,34,17.4
2000,1,7,0,31,17
2000,1,8,0,32,20.4
2000,1,9,0,33.4,18.2
2000,1,10,0,32,21.2
2000,1,11,0,34.2,21.6
2000,1,12,0,34,18.2
2000,1,13,0,31.4,21.2
2000,1,14,0,33.6,21.8
2000,1,15,0,34.4,22
2000,1,16,0,34.2,20.4
2000,1,17,0,34,17.6
2000,1,18,0,34,22.2
2000,1,19,0,33.2,22
2000,1,20,0,33,22.2
2000,1,21,0,33.8,23.6
2000,1,22,0,33,23.8
2000,1,23,0,33.8,23.4
2000,1,24,0,34.8,22.2
2000,1,25,0,33.8,22.6
2000,1,26,2,33.8,21.4
2000,1,27,0.2,29,21.8
2000,1,28,0,33.6,22.4
2000,1,29,0,34,21.8
2000,1,30,0,33.6,20.8
2000,1,31,0,35.4,21.6
2000,2,1,0,35.2,22.8
2000,2,2,0,35,23.6
2000,2,3,0,35.8,23.8
2000,2,4,2,32.6,24
2000,2,5,7.3,33.4,22.2
2000,2,6,0.4,33.2,22
2000,2,7,0,33.8,22.6
2000,2,8,0,35,23
2000,2,9,0,33.4,22.8
2000,2,10,0,34.4,23.2
2000,2,11,0,34.8,22
2000,2,12,0,35,20.2
2000,2,13,0,35.4,21
2000,2,14,0,35.2,19
2000,2,15,0,34.8,20.4
2000,2,16,0,34.6,23.6
2000,2,17,0,36.4,20.4
2000,2,18,0,32.2,23
2000,2,19,0,36.6,22.8
2000,2,20,0,35.8,23.8
2000,2,21,0,35.4,22.6
2000,2,22,0,34.2,21.4
2000,2,23,0,34.6,22.4
2000,2,24,0,34,22.8
2000,2,25,0.8,31,23.2
2000,2,26,0,34.6,22.8
2000,2,27,0,37.2,24.2
2000,2,28,0,35.2,23.2
2000,2,29,0,32.8,23
2000,3,1,0,32.8,22.2
2000,3,2,0,33.8,23
2000,3,3,0,34.4,22.4
2000,3,4,0.3,34,23.6
2000,3,5,0,33.6,22.6
2000,3,6,0.1,33.8,22
2000,3,7,1.6,34,22.2
2000,3,8,1,30.4,21.2
2000,3,9,0,35,22.2
2000,3,10,0,35.2,24.2
2000,3,11,0,35.8,24.4
2000,3,12,0,34.8,22.6
2000,3,13,0,36,23.6
2000,3,14,0,35.8,22.2
2000,3,15,0,34,23.4
2000,3,16,0,33.4,23.2
2000,3,17,0,33.6,22.8
2000,3,18,0,35.2,21.6
2000,3,19,0,33.6,21.4
2000,3,20,0,36,19.4
2000,3,21,0,34.6,20.8
2000,3,22,0,33,22
2000,3,23,1.8,33,21
2000,3,24,0,32,20.6
2000,3,25,0,35.6,21.8
2000,3,26,0,33.8,22.2
2000,3,27,0,35.2,22.4
2000,3,28,0,33,22
2000,3,29,0,32.8,23
2000,3,30,0,34.6,22.8
2000,3,31,1.4,36.2,23
2000,4,1,1,34.8,21.6
2000,4,2,0,34.6,21.8
2000,4,3,0,32.8,23.2
2000,4,4,6.3,33.2,22.2
2000,4,5,6.1,33.4,21.8
2000,4,6,0,31.4,22.6
2000,4,7,0,34,22.2
2000,4,8,0,32.8,22.2
2000,4,9,0,33.2,20.6
2000,4,10,3.8,34,22.6
2000,4,11,4.5,33.2,22.2
2000,4,12,0,32,22
2000,4,13,0,32.4,22.4
2000,4,14,0,34.2,22.2
2000,4,15,0,34.2,21.6
2000,4,16,0,33.8,22.4
2000,4,17,0,33.6,22.4
2000,4,18,0,33.4,20.8
2000,4,19,0,32.2,19.2
2000,4,20,0,31.2,21.2
2000,4,21,0,31,20.4
2000,4,22,0,33,19
2000,4,23,0,33.8,21.2
2000,4,24,2.8,32.6,22.4
2000,4,25,0,31,20.4
2000,4,26,0,32.6,20.6
2000,4,27,0,32.6,21.4
2000,4,28,0,32.2,21
2000,4,29,0,32,19.4
2000,4,30,0,32.5,21
2000,5,1,0,32.2,20.2
2000,5,2,0,30.2,20.4
2000,5,3,0,28,19.2
2000,5,4,0.2,30,21.2
2000,5,5,0,32.4,19.8
2000,5,6,0,31.2,20.8
2000,5,7,0,31,20
2000,5,8,0,31.8,19.8
2000,5,9,0.5,31.6,21.2
2000,5,10,2,32,20.6
2000,5,11,0,30.2,19.8
2000,5,12,0,29.6,20.2
2000,5,13,0,30.2,20
2000,5,14,0,30.8,21.2
2000,5,15,0,29.2,20
2000,5,16,0,28.6,18.2
2000,5,17,0,29,18
2000,5,18,0,29.4,18.4
2000,5,19,0,28,19.2
2000,5,20,0,30.6,19
2000,5,21,0,27.8,18.8
2000,5,22,0,30,18.2
2000,5,23,0,29.4,19.8
2000,5,24,0,28.6,19.6
2000,5,25,0,28.6,17.8
2000,5,26,0,29,18.8
2000,5,27,0,29.8,18.2
2000,5,28,0,27.4,18.8
2000,5,29,0,30,16.8
2000,5,30,0,29,18.6
2000,5,31,0,31.2,18.4
2000,6,1,0,28.6,19.8
2000,6,2,0,33.6,19.8
2000,6,3,0,29.4,19.2
2000,6,4,0,27,19.4
2000,6,5,0,27.8,18.8
2000,6,6,0,26.2,18.6
2000,6,7,0,28.6,18
2000,6,8,0,28.4,18.8
2000,6,9,0,25.4,19.4
2000,6,10,0,27.2,19.2
2000,6,11,0,22,18.8
2000,6,12,0,28.8,19.2
2000,6,13,0,27.2,18.8
2000,6,14,0,27.6,18.8
2000,6,15,0,26.2,18.2
2000,6,16,0,27.8,17.6
2000,6,17,0.6,26,18.4
2000,6,18,0,24.4,19.8
2000,6,19,0,23.6,19.8
2000,6,20,0,28.6,18.2
2000,6,21,0,24.8,18.6
2000,6,22,0,24.6,18.8
2000,6,23,0,25.6,18
2000,6,24,0.2,28.6,17.8
2000,6,25,0,23,17.8
2000,6,26,0,27.2,18
2000,6,27,0,23.2,17
2000,6,28,0,27.2,15.4
2000,6,29,0,26.4,15.6
2000,6,30,0,26.6,17.8
2000,7,1,0,25.6,18.4
2000,7,2,0,27.8,18.8
2000,7,3,0,28.2,18.6
2000,7,4,0,28,18
2000,7,5,0,29.2,15.6
2000,7,6,0,28.2,17.8
2000,7,7,0,26.6,18.8
2000,7,8,0,25.2,18.2
2000,7,9,0,25.8,18
2000,7,10,0,22,17.8
2000,7,11,0,27.8,18.6
2000,7,12,0,27,18.2
2000,7,13,0,27.8,16.6
2000,7,14,0,25.4,17.2
2000,7,15,0,23.6,17.4
2000,7,16,0,22.2,17.4
2000,7,17,0,24.4,17.6
2000,7,18,0,25.2,18.2
2000,7,19,0,26.2,17.6
2000,7,20,0,25.6,17.6
2000,7,21,0.01,25.8,18
2000,7,22,0,21,17.6
2000,7,23,0,26.6,17.8
2000,7,24,0,24,16.4
2000,7,25,0,26.6,12.4
2000,7,26,0,26.2,13
2000,7,27,0,24.8,17.4
2000,7,28,0,24.6,15
2000,7,29,0,24.2,14.4
2000,7,30,0,29,15.8
2000,7,31,0,26.6,18.2
2000,8,1,0,25.6,18.2
2000,8,2,0,25.6,17.8
2000,8,3,0.01,26.2,17.6
2000,8,4,0,23.8,16.8
2000,8,5,0,23.6,17.8
2000,8,6,0,28.8,17.6
2000,8,7,0,27.2,17.2
2000,8,8,0,28.8,17.2
2000,8,9,0.01,29.2,16
2000,8,10,0,29.8,17.6
2000,8,11,0,27,18.6
2000,8,12,0,27.6,17.8
2000,8,13,0,28.8,18
2000,8,14,0,25,18.4
2000,8,15,0,26.8,17.6
2000,8,16,0,27,16.8
2000,8,17,0,29.6,17.2
2000,8,18,0,28.2,17.8
2000,8,19,0,29.6,18
2000,8,20,0,29.4,16.4
2000,8,21,0,27.6,18
2000,8,22,0,29.4,17.2
2000,8,23,0,29.6,18.6
2000,8,24,0,31,18.6
2000,8,25,0,26.4,18.8
2000,8,26,0,28.4,18.2
2000,8,27,0,28.2,18
2000,8,28,0,27.8,18
2000,8,29,0,28.2,17.2
2000,8,30,0,27.4,17.8
2000,8,31,0,28.4,17.8
2000,9,1,0,28.8,18.4
2000,9,2,0,28.6,17.6
2000,9,3,0,29,17.2
2000,9,4,0,28.8,17.4
2000,9,5,0,27.4,17.6
2000,9,6,0,27.2,16
2000,9,7,0,28.6,16.6
2000,9,8,0,30,17.8
2000,9,9,0,28.4,17.8
2000,9,10,0,30.6,18
2000,9,11,0,29.8,17.4
2000,9,12,0,29.2,17.6
2000,9,13,0,27.8,17.2
2000,9,14,0,28.4,17.6
2000,9,15,0,28.8,17.4
2000,9,16,0,27.8,16.8
2000,9,17,0,28.2,16.6
2000,9,18,0,29.8,16.8
2000,9,19,0,28.2,18
2000,9,20,0,27.2,17.8
2000,9,21,0,28.8,17.6
2000,9,22,0,27.2,16.6
2000,9,23,0,28.4,17.6
2000,9,24,0,29.8,17.4
2000,9,25,0,27.6,18
2000,9,26,0,29.2,17.4
2000,9,27,0,31,17.6
2000,9,28,0,30.2,18.2
2000,9,29,0,29.8,18
2000,9,30,0,27.2,18.2
2000,10,1,0,31,17.8
2000,10,2,0,26.6,17.6
2000,10,3,0,29.2,17.4
2000,10,4,0,29.4,16.2
2000,10,5,0,29.8,16.4
2000,10,6,0,30,17.8
2000,10,7,0,30.6,17.8
2000,10,8,0,30.2,18
2000,10,9,0,30,17
2000,10,10,0,30.2,18
2000,10,11,0,29.4,18
2000,10,12,0,31.2,17.4
2000,10,13,0,30,17.6
2000,10,14,0,29.8,16.6
2000,10,15,0,31.2,18
2000,10,16,0,30.6,16.2
2000,10,17,0,29.6,18
2000,10,18,0,27.8,17.8
2000,10,19,0,29.6,16
2000,10,20,0,30.8,17
2000,10,21,0,31,19.6
2000,10,22,0,30.2,19
2000,10,23,0,29.8,18.8
2000,10,24,0,28.8,18.8
2000,10,25,0,30,18.4
2000,10,26,0,30.8,14
2000,10,27,0,30.6,18.2
2000,10,28,0,29.6,17.4
2000,10,29,0,28,18.2
2000,10,30,0,26.2,16.8
2000,10,31,0,29.6,16.4
2000,11,1,0,29,18.8
2000,11,2,0,30.4,18.6
2000,11,3,0,28,18.8
2000,11,4,0,28.6,13.8
2000,11,5,0,28.4,13.6
2000,11,6,0,27.4,15
2000,11,7,0,27.6,17.6
2000,11,8,0,28.8,12
2000,11,9,0,29.2,15.8
2000,11,10,0,30,15.6
2000,11,11,0,28.6,13
2000,11,12,0,28.8,13.6
2000,11,13,0,27,14
2000,11,14,0,29,15.2
2000,11,15,0,28.2,13.6
2000,11,16,0,27.8,13.8
2000,11,17,0,28.4,14
2000,11,18,0,26.6,17.8
2000,11,19,0,31.8,16.2
2000,11,20,0,30.8,17
2000,11,21,0,30.8,17.2
2000,11,22,0,31.4,17.6
2000,11,23,0,29.6,17.8
2000,11,24,0,31.6,16.4
2000,11,25,0,32,17.6
2000,11,26,0,31.8,18.6
2000,11,27,0,30.8,18.4
2000,11,28,0,30.4,19.2
2000,11,29,0,31.2,18.8
2000,11,30,0,32,19
2000,12,1,0,31,19.2
2000,12,2,0,31.6,20.2
2000,12,3,0,31.8,20.2
2000,12,4,0.5,31.4,20.4
2000,12,5,0,31.8,20
2000,12,6,0,30.6,20.4
2000,12,7,12.8,30.2,19.8
2000,12,8,6.6,30.4,18.6
2000,12,9,0,26.8,19.6
2000,12,10,0,31.6,19.8
2000,12,11,0,30.2,19.8
2000,12,12,0,29.8,18.2
2000,12,13,0,32,20.8
2000,12,14,0,33.4,19.6
2000,12,15,0,31.6,19.8
2000,12,16,0,31.8,19.6
2000,12,17,0,31.2,17.2
2000,12,18,0,26.6,20.6
2000,12,19,0,29,20.8
2000,12,20,0,31.6,20.8
2000,12,21,0,33,18.6
2000,12,22,0,32.2,19.2
2000,12,23,0,33,20.2
2000,12,24,0,32.6,20.4
2000,12,25,0,32.4,19
2000,12,26,0,34.2,20
2000,12,27,0,34,21.8
2000,12,28,0,29.2,21.2
2000,12,29,0,33.8,21.8
2000,12,30,0,32.2,20.8
2000,12,31,0,30.4,21
2001,1,1,0,32.8,20.2
2001,1,2,0,32.6,20.2
2001,1,3,0,32.8,20
2001,1,4,0,32.4,21.4
2001,1,5,0,33.2,20.2
2001,1,6,0,32.6,21.8
2001,1,7,0,33.8,22.8
2001,1,8,0,33.6,21.6
2001,1,9,0,33.8,20.8
2001,1,10,0,32.8,20.8
2001,1,11,0,34.2,21.8
2001,1,12,0,33.2,23.2
2001,1,13,0,32,22.2
2001,1,14,0,33.4,22.6
2001,1,15,0,33.8,20.2
2001,1,16,0,29,21.4
2001,1,17,1.2,32,21.8
2001,1,18,2.6,33,21.8
2001,1,19,0,30,21.6
2001,1,20,0,33.6,21.6
2001,1,21,6.2,32,23
2001,1,22,1.3,32.8,21.2
2001,1,23,0,33,22.2
2001,1,24,0,35.2,22
2001,1,25,0,33,21.8
2001,1,26,0,34.6,22.8
2001,1,27,0,34.6,21.2
2001,1,28,0,35.6,21.8
2001,1,29,0,35.2,22.8
2001,1,30,0,34.2,21.2
2001,1,31,0,35.4,22
2001,2,1,0,34.8,23.2
2001,2,2,0,33.8,23.2
2001,2,3,0,34.2,23
2001,2,4,0,33.6,23.4
2001,2,5,0,34,23
2001,2,6,0,33.6,22.6
2001,2,7,0,34.8,22.8
2001,2,8,0,35.2,22.2
2001,2,9,0,35,20.8
2001,2,10,0,34.2,22.6
2001,2,11,0,35,23.2
2001,2,12,0,35.4,22
2001,2,13,0,35.8,22.2
2001,2,14,0,34.2,24.6
2001,2,15,0,35,23.6
2001,2,16,0,35.6,24.2
2001,2,17,0,37,24.4
2001,2,18,0,35.2,24.8
2001,2,19,0,34.6,24
2001,2,20,0,34.4,25
2001,2,21,0,34.6,23.8
2001,2,22,0,35,23.6
2001,2,23,3.9,36,22.8
2001,2,24,0,34.6,24
2001,2,25,0,30.2,23.2
2001,2,26,0,34,23.6
2001,2,27,2,33.4,23.4
2001,2,28,0,35.4,22.8
2001,3,1,0,35,21.2
2001,3,2,0,34.4,22.2
2001,3,3,36.7,31.4,24.6
2001,3,4,1,33.6,22.4
2001,3,5,0,32.4,22.8
2001,3,6,0,32,22.8
2001,3,7,0,31.4,23.8
2001,3,8,2.1,29.8,23.8
2001,3,9,0,33,23.4
2001,3,10,0,33.8,22
2001,3,11,0,35,23.6
2001,3,12,0,35.2,22.2
2001,3,13,0,34.8,23.4
2001,3,14,0,35,22.8
2001,3,15,3,33,24
2001,3,16,1.6,31,22.8
2001,3,17,1,35.4,24.4
2001,3,18,61.5,33.2,22.4
2001,3,19,12.3,32.6,22.6
2001,3,20,0.5,32,23.2
2001,3,21,0,32.2,24
2001,3,22,9.6,34,24
2001,3,23,16.4,32,23.6
2001,3,24,3,32.6,23
2001,3,25,7.8,32,23.6
2001,3,26,1,31.4,24
2001,3,27,1.3,32.2,22.6
2001,3,28,0,32.1,22.6
2001,3,29,0.5,33,22
2001,3,30,1.9,32.6,21.8
2001,3,31,1.1,34,23.2
2001,4,1,12.6,32.6,23.2
2001,4,2,0.7,32.6,22.6
2001,4,3,0,29.4,22.2
2001,4,4,0,32,21.6
2001,4,5,0,32.2,22.4
2001,4,6,0,32.8,22.6
2001,4,7,5.3,32.2,22.4
2001,4,8,0,30.6,21.6
2001,4,9,0,33.2,22.6
2001,4,10,0,33.4,22.8
2001,4,11,0,33.2,23.2
2001,4,12,0,34.2,23.8
2001,4,13,0,32.4,22.8
2001,4,14,0,33,21.2
2001,4,15,0,33.2,22
2001,4,16,0,32.4,22
2001,4,17,0,32.8,21.4
2001,4,18,0,33,21.8
2001,4,19,0,33.8,21.2
2001,4,20,0,33.4,22.8
2001,4,21,0,32.4,23
2001,4,22,0,33,21.8
2001,4,23,0,32.8,21.8
2001,4,24,0,31.8,19.8
2001,4,25,0,28.4,19.4
2001,4,26,0,28.6,20
2001,4,27,0,30.6,20.6
2001,4,28,0,30.4,19
2001,4,29,0,29.4,20.4
2001,4,30,0,30,18.8
2001,5,1,0,31.2,19
2001,5,2,0,31.8,20
2001,5,3,0,31.2,20.2
2001,5,4,0,32,20.4
2001,5,5,0,30.4,21.4
2001,5,6,0,30.2,19
2001,5,7,0,28.6,19.2
2001,5,8,0,28.8,20.4
2001,5,9,0,30.4,20.2
2001,5,10,0,28.4,20.2
2001,5,11,0,30.4,19.2
2001,5,12,0,27.6,18.2
2001,5,13,0,30.8,17.8
2001,5,14,0,28.6,19
2001,5,15,0,28.2,18.8
2001,5,16,0,29.2,19.2
2001,5,17,0,26.6,18.2
2001,5,18,0,26.2,17.8
2001,5,19,0,30.6,17.4
2001,5,20,0,27.8,18
2001,5,21,0,27.2,19.2
2001,5,22,0,27,19.6
2001,5,23,0,27.2,19.4
2001,5,24,0,26.2,18.8
2001,5,25,0,25.2,17.8
2001,5,26,0,28.2,17.8
2001,5,27,0,27.4,15.4
2001,5,28,0,27.2,15.2
2001,5,29,0,26.4,18.8
2001,5,30,0,23.2,18.6
2001,5,31,0,24.8,17.4
2001,6,1,0,26,16.8
2001,6,2,0,23.6,16
2001,6,3,0,28.2,18.2
2001,6,4,0,23.4,17.6
2001,6,5,0,26.4,18.4
2001,6,6,0,26.8,17.6
2001,6,7,0,24.8,17.6
2001,6,8,0,25.6,17.8
2001,6,9,0,29,17.2
2001,6,10,0,28.2,18.4
2001,6,11,0,26,19
2001,6,12,0,29.4,18.2
2001,6,13,0,27.8,19
2001,6,14,0,23,18.6
2001,6,15,0,25.8,18
2001,6,16,0,25.2,18.2
2001,6,17,0,24.6,17.8
2001,6,18,0,25.2,17.2
2001,6,19,0,24.4,17.8
2001,6,20,0,23.4,17.8
2001,6,21,0,23.8,17.2
2001,6,22,0,22.2,17.4
2001,6,23,0,22.2,17.8
2001,6,24,0,22.6,16.8
2001,6,25,0,25.4,16.6
2001,6,26,0,26.2,16.5
2001,6,27,0,27.2,12.6
2001,6,28,0,25.6,18.2
2001,6,29,0,27,17.6
2001,6,30,0,26,17
2001,7,1,0,26.8,17.6
2001,7,2,0,24.4,17.6
2001,7,3,0,26.6,17
2001,7,4,0,26.6,17.6
2001,7,5,0,27.4,17.8
2001,7,6,0,28.6,18.6
2001,7,7,0,27.6,19.4
2001,7,8,0,26.6,18.6
2001,7,9,0,27.2,17.8
2001,7,10,0,26.4,17.4
2001,7,11,0,26.2,17.6
2001,7,12,0,25.2,17.2
2001,7,13,0,27.6,17.8
2001,7,14,0,27.8,18
2001,7,15,0,27.6,18.8
2001,7,16,0,27.2,18.2
2001,7,17,0.01,25.2,18.6
2001,7,18,0,27,18.2
2001,7,19,0,25.6,18.4
2001,7,20,0,23.2,18
2001,7,21,0,30,16.6
2001,7,22,0,27.8,18.2
2001,7,23,0,21.8,18.6
2001,7,24,0,25.2,17.6
2001,7,25,0,24.2,17.8
2001,7,26,0,27.2,17.6
2001,7,27,0,27.4,17.8
2001,7,28,0,25.8,14.8
2001,7,29,0,25.8,18.2
2001,7,30,0,26.8,17.8
2001,7,31,0,26.6,17.6
2001,8,1,0,24.4,18.2
2001,8,2,0,25,17.6
2001,8,3,0,22.2,16.8
2001,8,4,0,26.8,16.6
2001,8,5,0,28.8,15.6
2001,8,6,0,27,16.6
2001,8,7,0,27.4,17
2001,8,8,0,28,18
2001,8,9,0,27.2,17.8
2001,8,10,0,27.6,15
2001,8,11,0,25.8,17.6
2001,8,12,0,26.2,17.2
2001,8,13,0,27.4,17.2
2001,8,14,0,26.4,16.8
2001,8,15,0,27.4,17.2
2001,8,16,0,27.6,17
2001,8,17,0,27.8,17.2
2001,8,18,0,27.6,17.4
2001,8,19,0,28.2,17.2
2001,8,20,0,27.8,17
2001,8,21,0,29.2,17
2001,8,22,0,28.4,17.4
2001,8,23,0,29,18.2
2001,8,24,0,28.4,15.8
2001,8,25,0,29,17.6
2001,8,26,0,26.4,17.2
2001,8,27,0,25.4,16.8
2001,8,28,0,25,16.4
2001,8,29,0,25.6,17
2001,8,30,0,24.8,15.6
2001,8,31,0,26.8,17.8
2001,9,1,0,25.2,17.8
2001,9,2,0,29,18
2001,9,3,0,28.2,17.8
2001,9,4,0,27.2,17.6
2001,9,5,0,27.8,16.6
2001,9,6,0,28,17.8
2001,9,7,0,27.8,17
2001,9,8,0,27,17
2001,9,9,0,28.4,17
2001,9,10,0,27.6,17
2001,9,11,0,27.4,16.8
2001,9,12,0,27.8,16.8
2001,9,13,0,28.2,17.2
2001,9,14,0,28.8,16.2
2001,9,15,0,28,17.2
2001,9,16,0,29.6,15.8
2001,9,17,0,27,16.4
2001,9,18,0,27.2,16.4
2001,9,19,0,28.6,15.7
2001,9,20,0,29,15.4
2001,9,21,0,28.8,14.4
2001,9,22,0,28.2,16.8
2001,9,23,0,28.2,16.6
2001,9,24,0,27.4,16.8
2001,9,25,0,28,15
2001,9,26,0,28.4,16.4
2001,9,27,0,24,16.2
2001,9,28,0,26,15.8
2001,9,29,0,28,15.8
2001,9,30,0,28.2,15.8
2001,10,1,0,28.6,16
2001,10,2,0,27.8,15.8
2001,10,3,0,28,15.6
2001,10,4,0,27,16.6
2001,10,5,0,28.2,16
2001,10,6,0,29.2,16.8
2001,10,7,0,28.4,16.2
2001,10,8,0,28.8,16
2001,10,9,0,28.6,15.7
2001,10,10,0,28.4,15.8
2001,10,11,0,28.2,16.4
2001,10,12,0,28.4,15.8
2001,10,13,0,27.4,16.8
2001,10,14,0,28.4,17
2001,10,15,0,28.2,16.8
2001,10,16,0,25.8,17
2001,10,17,0,26.4,16.6
2001,10,18,0,27.8,16.2
2001,10,19,0,28,17.6
2001,10,20,0,25.2,17.2
2001,10,21,0,28.4,17.6
2001,10,22,0.5,26.2,17.8
2001,10,23,0,26.8,17.6
2001,10,24,0,30,18.4
2001,10,25,0,30.8,16.2
2001,10,26,0,28.2,17
2001,10,27,0,28.8,18.8
2001,10,28,0.2,29.2,18.8
2001,10,29,0,29.4,18
2001,10,30,0,27,18.8
2001,10,31,0,27.8,18.2
2001,11,1,0,27.2,14.2
2001,11,2,0,28.6,14.8
2001,11,3,0,30.2,18.8
2001,11,4,0,29.2,14.6
2001,11,5,0,26.4,13.6
2001,11,6,0,28.4,17
2001,11,7,0,29.2,16.8
2001,11,8,0,29.1,16.2
2001,11,9,0,30.8,16.6
2001,11,10,0,27.2,17.2
2001,11,11,0,29.2,16.6
2001,11,12,0,29,18
2001,11,13,0,30.2,17.6
2001,11,14,0,30.4,18.2
2001,11,15,0,29.2,18.4
2001,11,16,0,31,18.2
2001,11,17,0,29.2,18
2001,11,18,0,29.6,17.8
2001,11,19,0,30.6,19.8
2001,11,20,0,30.4,19
2001,11,21,0,29.2,19
2001,11,22,0,29.4,18.8
2001,11,23,0,29.2,18.6
2001,11,24,0,29.8,18
2001,11,25,0,30.6,18.8
2001,11,26,0,29.6,19
2001,11,27,0,30.6,17
2001,11,28,0,29.6,18.4
2001,11,29,0,28.2,19.6
2001,11,30,0,29.2,19.4
2001,12,1,0,29.8,19.6
2001,12,2,0,30,19
2001,12,3,0,31,15.8
2001,12,4,0,31,18.8
2001,12,5,0,29.2,18.6
2001,12,6,0.3,29.4,18.8
2001,12,7,0,30.8,17.8
2001,12,8,0,29.8,18.8
2001,12,9,0,31.4,18.8
2001,12,10,0,31.8,19.8
2001,12,11,0,31.8,19.4
2001,12,12,0,31.2,18.4
2001,12,13,0,31.6,19.8
2001,12,14,0,32.6,20
2001,12,15,0,32.4,18.8
2001,12,16,0,30.2,19.2
2001,12,17,0,30.4,19
2001,12,18,0,32,21.2
2001,12,19,0,33.6,21.8
2001,12,20,0,32.8,20.4
2001,12,21,0,33,21.2
2001,12,22,0,34.6,19.4
2001,12,23,1.7,31,21.8
2001,12,24,4.3,30,20.6
2001,12,25,0,31,20.2
2001,12,26,0,32.4,20.6
2001,12,27,0,33,19
2001,12,28,0,29,20
2001,12,29,1,33.4,21.8
2001,12,30,0,28.4,20.6
2001,12,31,0,32,20
2002,1,1,0,32.2,21
2002,1,2,0,34.2,19.2
2002,1,3,0,33,21
2002,1,4,0,32,17.6
2002,1,5,0,32.6,18
2002,1,6,0,33,21.2
2002,1,7,0,33.2,20
2002,1,8,0,33.2,19.8
2002,1,9,0,34,17.6
2002,1,10,0,32.2,19.8
2002,1,11,0,31.8,19
2002,1,12,0,33.2,19.8
2002,1,13,0,32.8,18.8
2002,1,14,0,34.2,19.8
2002,1,15,0,32.6,18.6
2002,1,16,0,33.2,20.8
2002,1,17,0,34,20
2002,1,18,0,33.2,21
2002,1,19,0,33.2,20.4
2002,1,20,0,34,21
2002,1,21,0,32.2,20
2002,1,22,0,32.8,20.6
2002,1,23,0,32.8,20.8
2002,1,24,0,32,21.2
2002,1,25,0,34.4,22.4
2002,1,26,0,33.2,22
2002,1,27,0,33,21.8
2002,1,28,0,34.6,22
2002,1,29,0,34,21.8
2002,1,30,0,33.8,23.2
2002,1,31,0,33.2,23.2
2002,2,1,0,33,24.2
2002,2,2,0,34.8,22.8
2002,2,3,0,32.8,23
2002,2,4,3.4,32,24.2
2002,2,5,0.6,27.8,22.4
2002,2,6,0,31.6,23
2002,2,7,0,35.8,24.6
2002,2,8,0,36,23.2
2002,2,9,0,35.2,20.8
2002,2,10,0,35.4,21.8
2002,2,11,0,34,23.8
2002,2,12,0,33.2,24.8
2002,2,13,0,34.2,22.8
2002,2,14,0,33.6,24
2002,2,15,0,35.8,23.4
2002,2,16,0,33.6,23.8
2002,2,17,0.1,34.4,24.4
2002,2,18,0,35.2,23
2002,2,19,0,31.8,22.2
2002,2,20,0,33.6,24
2002,2,21,0,35.8,22.6
2002,2,22,0,35.4,24.6
2002,2,23,0,36.6,25.4
2002,2,24,0,34.2,25
2002,2,25,0,36.2,23.8
2002,2,26,0,35.2,23.8
2002,2,27,0,33.8,25
2002,2,28,0,33,25.6
2002,3,1,0,36,24.6
2002,3,2,0,37,25
2002,3,3,0,34.6,25
2002,3,4,1,32,23.8
2002,3,5,0,34,23.6
2002,3,6,0.2,33.2,24
2002,3,7,0,35.6,22.8
2002,3,8,0,35.8,25.4
2002,3,9,0,36.6,24
2002,3,10,0,35,24.8
2002,3,11,0,35,25
2002,3,12,0,34.2,24.6
2002,3,13,0,35.2,24.2
2002,3,14,0,36.2,25
2002,3,15,0,36,25
2002,3,16,0,35.2,25
2002,3,17,0,35.2,25.8
2002,3,18,0,35.2,25.4
2002,3,19,12.5,34.4,24.8
2002,3,20,13.2,34.2,23.8
2002,3,21,1.6,34.6,23.2
2002,3,22,0,34,24
2002,3,23,9.5,33.2,24.6
2002,3,24,0,34.8,24.8
2002,3,25,0,35.2,25.8
2002,3,26,0,33.4,24.4
2002,3,27,8.5,32.4,24.8
2002,3,28,83.5,34,23.2
2002,3,29,2,32.8,23.4
2002,3,30,0,32.6,24
2002,3,31,0,33.2,24
2002,4,1,11,33.2,25.2
2002,4,2,2.7,31.2,23.2
2002,4,3,0,33.4,24.2
2002,4,4,0,31.8,25
2002,4,5,0,32.4,23.8
2002,4,6,29.4,32.8,23
2002,4,7,91.5,33,23.8
2002,4,8,0,31,22.6
2002,4,9,2,29.2,23.4
2002,4,10,0,33.2,23.8
2002,4,11,0,33.4,23.4
2002,4,12,0,32.8,23.6
2002,4,13,0,33.6,23
2002,4,14,0,31.4,23.2
2002,4,15,0,32.2,23.8
2002,4,16,0,32.8,23
2002,4,17,0,32.8,21.4
2002,4,18,0,31,20.8
2002,4,19,0,31.8,22.2
2002,4,20,0.1,33.2,21.8
2002,4,21,0,32.4,22.4
2002,4,22,0,34,22.6
2002,4,23,0,32.8,22.8
2002,4,24,0,28.2,23.2
2002,4,25,0,31.8,20.8
2002,4,26,0,33.2,22
2002,4,27,0,31.4,19.6
2002,4,28,0,33,22.6
2002,4,29,0,31.6,20.6
2002,4,30,0,31,20.8
2002,5,1,0,32.6,20.4
2002,5,2,0,31.2,19.4
2002,5,3,0,31,18
2002,5,4,0,32.4,18.6
2002,5,5,0,33.6,21.8
2002,5,6,0,33,19.8
